username_URL,username,trail_URL,trail,date
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/connector-167747/,Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Mileblan35/,Mileblan35,https://www.trailforks.com/trails/gravel-loop-167733/,Gravel Loop,"Apr 28, 2020"
https://www.trailforks.com/profile/craigdunbar/,craigdunbar,https://www.trailforks.com/trails/sk-connector/,SK Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/craigdunbar/,craigdunbar,https://www.trailforks.com/trails/walpole-street-connector/,Walpole Street Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Jaymilligan/,Jaymilligan,https://www.trailforks.com/trails/big-ring-trail/,Big Ring Trail,"Apr 28, 2020"
https://www.trailforks.com/profile/Jaymilligan/,Jaymilligan,https://www.trailforks.com/trails/airport-trail/,Airport Trail,"Apr 28, 2020"
https://www.trailforks.com/profile/Jaymilligan/,Jaymilligan,https://www.trailforks.com/trails/town-line-connector-176845/,Town Line Connector,"Apr 28, 2020"
https://www.trailforks.com/profile/Jaymilligan/,Jaymilligan,https://www.trailforks.com/trails/broken-arrow-bailout/,Broken Arrow Bailout,"Apr 28, 2020"
https://www.trailforks.com/profile/tjcarroll/,tjcarroll,https://www.trailforks.com/trails/dover-road/,Dover Road,"Apr 28, 2020"
https://www.trailforks.com/profile/tjcarroll/,tjcarroll,https://www.trailforks.com/trails/parking-connector-172086/,Parking Connector,"Apr 28, 2020"
