created,username_URL,username,prov,city,trails5,trails7,trails9,trails11,trails13,trails15,trails17,dist
"Oct 3, 2020",https://www.trailforks.com/profile/alejandro214/,alejandro214,AZ,Tucson,Desperado (N),Desperado (S),Night Hawk,Redtail Ridge,Red Canyon,Homestead,The Spine,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/etratherbmtnbiking29/,etratherbmtnbiking29,CA,Santa Monica,Sullivan Ridge,Sullivan Ridge Top,Summit to Summit motorway East,Summit to Summit motorway West,,,,35 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jfranky119/,Jfranky119,NY,Austerlitz,Horse Trail,Byron's Way,Caballero,Shelter,Anne Jackson,Tango,Red Eft,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/mjbram/,mjbram,WA,Issaquah,Master Link,Quick Link,Drop In,Drop In,NOTG,Crosshaul,Inside Passage,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tonysolliday/,tonysolliday,CA,Ladera Ranch,Ladera Ridge,Tijeras Creek Trail (Plano Trabuco to Antonio),Westridge (Tijeras to Tijeras singletrack),Tijeras Creek,Machete,Landslide Traverse,Jungle,46 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jradin/,jradin,CO,Fort Collins,,,,,,,,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jedman5c/,jedman5c,CA,Oak Park,Bark Park,Las Virgenes Downhill,Crags Rd,Tapia Connector,,,,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tamilu/,tamilu,NV,Reno,Stage Coach,,,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Kimballhodges/,Kimballhodges,UT,Orem,Crop Circle Connector,Curly Springs Connector,Curly Re-route,Curley Springs,Curley Springs (Alt),Mr. Hyde,Shooter,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/DrBLove/,DrBLove,WA,Cle Elum,Ridge Trail-Mixtape to Brass Monkey,Unknown Roslyn Urban Forest Trail,Patrick Mine Rd,,,,,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/rcsrule/,rcsrule,NY,Deer Park,Loop 1 Yellow,Loop 2 Yellow,Loop 3 Blue,Loop 2 Yellow,Loop 3 Blue,Loop 4 Yellow,Loop 4a Red,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MWestsc/,MWestsc,NC,Cedar Mountain,Turkey Knob Road,Poplar Hill Loop,Poplar Hill Loop,Turkey Knob Trail,Fawn Lake Road,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bruce9494/,bruce9494,NB,Petitcodiac,Garry Memorial,Rock Pile,Seismic #1,Seismic #2,,,,37 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Knappy/,Knappy,MO,Wildwood,Beulah,Scenic Loop Connector,,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jweidner33/,Jweidner33,AZ,Phoenix,,,,,,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/deereggs/,deereggs,NJ,Pittsgrove Township,,,,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/RConcheiro/,RConcheiro,FL,Tampa Bay,,,,,,,,78 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Kalschjj29/,Kalschjj29,WI,Salem,Creekside,The Pines,Yeti,SLP Multiuse (East),K-D Line,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/guapohippo/,guapohippo,CA,Berkeley,,,,,,,,31 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jeffiminusd/,Jeffiminusd,CA,San Francisco,,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/uchisayonachi/,uchisayonachi,ON,Gravenhurst,,,,,,,,86 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mcwitt828/,Mcwitt828,VT,East Burke,New T,Fox Run,Fox Run,Climbing Trail,Nordic Center Access Road & Parking,Private Farm Access Rd,Sidewinder,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/SheriffMTB/,SheriffMTB,NJ,Hackettstown,Ranger Loop (Red),Ranger Loop (Red),,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jpalatnick/,jpalatnick,BC,Vernon,Foreplay,3 Rings,Stone Free,Stoned Again,Pali Gap,Big Ed,Dope on a Rope,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/petemacmtb/,petemacmtb,MA,Sharon,,,,,,,,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/robertellisart/,robertellisart,TX,Junction,Overlook Trail Connector,Golden-cheeked Warbler Trail,Golden-cheeked Warbler Trail,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mtbkr1030/,Mtbkr1030,UT,Moab,Seven Mile Flat,Circle O,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/HawkCE/,HawkCE,VA,Newport News,,,,,,,,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JRColeman22/,JRColeman22,NH,Hampton,The Pit,Potato Patch,The Pit,The Pit,The Pit,Potato Patch,The Pit,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jaked0112/,Jaked0112,NH,Hampton,The Pit,Potato Patch,The Pit,The Pit,The Pit,Potato Patch,The Pit,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Trinimon/,Trinimon,ON,Toronto,Burke Brook Ravine Trail,Roller Flowster,Foreplay,Fiveplay,Fiveplay,Sixplay,7th Heaven Downhill,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/trail-runnr/,trail-runnr,CA,San Diego,Two Bridges,Carmel Mountain Road Path,Cobbles,Pond Backside,Bowtie Rim,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/dubelup/,dubelup,AZ,Phoenix,Helipad,Guadalupe Perimeter Trail,Guadalupe Perimeter Trail,Guadalupe Perimeter Trail,Bronco Flats,Olney South Access,Olney South Access,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/elderpanaca/,elderpanaca,CA,Aliso Viejo,Wood Canyon Trail,Cholla,Vista,Rock-It,Mentally Sensitive,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Yoking/,Yoking,ON,Newmarket,,,,,,,,35 miles
"Oct 3, 2020",https://www.trailforks.com/profile/darthsithlord/,darthsithlord,WA,Issaquah,East Sunset Way Connector,,,,,,,100 miles
"Oct 3, 2020",https://www.trailforks.com/profile/rickfrost63/,rickfrost63,UT,Payson,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/fritolowrider/,fritolowrider,CA,Santa Monica,Gape Sale connector,Gape Sale,Jedi Approach,Jedi Jumps,Squirrel Cage,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ruuukkee/,ruuukkee,CA,Murrieta,,,,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/UsetheForss/,UsetheForss,IL,Rockford,Daisy Cutter to Bridge Connector,Whiz Bang,Daisy Cutter,Blackhawk,Blackhawk,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Yannelly/,Yannelly,UT,Cedar Hills,Silver Lake Trail,Silver Glance Lake,Silver Glance Lake,,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Eshawn169/,Eshawn169,CA,Brea,Sycamore,,,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/CHP21/,CHP21,CA,Tustin,,,,,,,,46 miles
"Oct 3, 2020",https://www.trailforks.com/profile/2tToodark/,2tToodark,NC,Brevard,Maxwell Cove,Black Mountain Trail (Middle),Black Mountain Trail (Lower),Grassy Road Trail,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Phonics/,Phonics,NV,Las Vegas,3 Mile Smile,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/sdaughhetee/,sdaughhetee,TX,Flower Mound,Northshore Loop 5,Northshore Loop 1,Northshore Loop 2,Northshore Loop 3,Northshore Loop 4,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Luket4e6JH/,Luket4e6JH,OR,Sandy,Homestead Road,Rock Drop,Quid Pro Flow,Two Turntables and a Microwave,Lower Hide and Seek,,,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Codeyrowley33/,Codeyrowley33,NV,Boulder City,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/dougness/,dougness,MA,Easthampton,Broad Brook,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Eisbock/,Eisbock,OR,Tualatin,,,,,,,,131 miles
"Oct 3, 2020",https://www.trailforks.com/profile/nearswisky/,nearswisky,AZ,Phoenix,Telegraph Pass,Guadalupe Perimeter Trail,Helipad,Guadalupe Perimeter Trail,Telegraph Pass,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mariogsolis21/,Mariogsolis21,CA,San Jose,,,,,,,,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/atkinsda/,atkinsda,MI,Grand Rapids,,,,,,,,22 miles
"Oct 3, 2020",https://www.trailforks.com/profile/edddies/,edddies,BC,North Vancouver,For The Kids,Skid Rd Connector,Skid Road Ascent,For The Kids,Pennzoil,Dempsey Ascent,Lower Expresso,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JSgro/,JSgro,PA,Carlisle,Cold Springs Road,Yellow Ridge,Gilbert Rd.,,,,,68 miles
"Oct 3, 2020",https://www.trailforks.com/profile/drboudreaux/,drboudreaux,UT,Salt Lake City,,,,,,,,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Ejmorr/,Ejmorr,ID,Pocatello,East Fork Mink Creek,Crestline,,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/russell-W/,russell-W,UT,Orem,Bramber,Cliff Hanger,Bear Necessities,Stinger,Stinger,Dragons Back (GWT/BST),Buckle,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/robby29/,robby29,OR,Ashland,Lower Bull Gap,Catwalk Trail,Caterpillar Trail,Rabbit Hole,Ashland Watershed 2060,Marty's,Lower Marty's,25 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Abobo123/,Abobo123,NJ,Hackettstown,Switchback Loop (Orange),Ditch / Cardiac (Purple),Friggin Middle,Lumpy Bumpy,Unblazed,Lumpy Bumpy,Unblazed,19 miles
"Oct 3, 2020",https://www.trailforks.com/profile/wheelbreaker180/,wheelbreaker180,WA,Twisp,Martin Creek Trail,Cooney Lake Trail,Angels Staircase (Trail 1259.21),Summit Trail,Eagle Lake Trail,,,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/colingrose/,colingrose,CA,Ojai,Sulfur Mountain,,,,,,,55 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Bobbo7915/,Bobbo7915,MA,Hingham,N10-N11,Triphammer - N16,Triphammer Dam,Triphammer Dam,Triphammer Lot - N16,N16-N17,N17 - N20,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Robkallday/,Robkallday,CA,San Diego,,,,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/amartin605/,amartin605,FL,New Smyrna,West Pit Loop,West Side Trail,Spruce Creek Main Loop,Indian Mound Bypass,East / West Connector,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/mtnbkr1972/,mtnbkr1972,NH,Exeter,Trestle to Gas,Trigger,XLR8,Shope Run Blue Blaze,BS_2_FR,Wheel,BS_2_FR,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/eamoore7/,eamoore7,GA,Cartersville,Summit Overlook,Summit Overlook,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/hondasp118/,hondasp118,CO,Boulder,High Plains,Flatiron Vista connector,Flatirons Vista South,Springbrook North,Springbrook South,Springbrook Connector,Community Ditch - West,23 miles
"Oct 3, 2020",https://www.trailforks.com/profile/sfyamaha09/,sfyamaha09,CA,Orange,Chutes,Chutes Ridgeline,Road Runner Loop,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Hexonx/,Hexonx,NC,Brevard,Maxwell Cove,Black Mountain Trail (Middle),Black Mountain Trail (Lower),Grassy Road Trail,Parking - Black Mtn,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Trisket/,Trisket,AZ,Waddell,,,,,,,,1 mile
"Oct 3, 2020",https://www.trailforks.com/profile/Cheetocat/,Cheetocat,WA,Maple Valley,Remaster,Chilly Bin,Sasquatch,Gnomes Trail,Upper Beaver Tracks,3rd Line,Fresh Squeezed,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/rktp17/,rktp17,NY,Austerlitz,Horse Trail,Byron's Way,Caballero,Shelter,Anne Jackson,Tango,Red Eft,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Hatho/,Hatho,NH,Epping,,,,,,,,50 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Cseymour121/,Cseymour121,KY,Louisville,,,,,,,,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/trialsbug/,trialsbug,NC,Black Mountain,Blue Ridge Parkway,Blue Ridge Parkway,,,,,,121 miles
"Oct 3, 2020",https://www.trailforks.com/profile/daxnelson/,daxnelson,FL,Lithia,Derailed,Derailed,Derailed,Derailed,Derailed,Derailed,Derailed,17 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Sharpdh1971/,Sharpdh1971,BC,Vernon,Foreplay,3 Rings,Stone Free,Stoned Again,Pali Gap,Big Ed,Be Kind,20 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ECD212/,ECD212,NV,Las Vegas,Gnarley,Yellow H,Kona,Saguaro,Berry's Dive,Alice,Round the Outside,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Tmoyes/,Tmoyes,CA,Aliso Viejo,,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Hydroponic99/,Hydroponic99,MD,Brunswick,Carlo's Inferno,Too Fast For Love,Too Fast For Love,Carlo's Inferno,Too Fast For Love,You've Got To Be Skidding Me,Goonies,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Richee/,Richee,AZ,Goodyear,Coldwater,Butterfield,,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/socalstokie/,socalstokie,CA,Irvine,,,,,,,,28 miles
"Oct 3, 2020",https://www.trailforks.com/profile/cszafranek1/,cszafranek1,BC,Whistler,Cut Yer Bars blue,Suicycle,Suicycle,Shits and Giggles,Valley Trail - Myrtle Philip School,Valley Trail - Lorimer Road,Valley Trail - Blackcomb Way to HWY 99 (South),13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Erikson2k/,Erikson2k,BC,North Vancouver,For The Kids,Pennzoil,Skid Rd Connector,Skid Road Ascent,Executioner Connector,Ramble On,D'Yer Mak'er,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ScooterJohn/,ScooterJohn,NS,St. Margrets Bay,St. Margaret's Bay Trail,BLT trail,,,,,,48 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ericmb4769/,ericmb4769,ON,Gravenhurst,,,,,,,,85 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Macropod/,Macropod,CT,Lebanon,Scott Hill Cart Road,Neil's Way,Scott Hill Cart Road,Red Trail,Yellow trail,Black Dot,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Sstrawbridge/,Sstrawbridge,VT,Stowe,Stonewall,Ricker Farm Trail,Foster's Trail,Greenway Connector,Tap Line,Growler,Cabin Trail - Winter and Summer,72 miles
"Oct 3, 2020",https://www.trailforks.com/profile/andrewfuntime/,andrewfuntime,BC,Langley,,,,,,,,31 miles
"Oct 3, 2020",https://www.trailforks.com/profile/LittleNino/,LittleNino,UT,Eagle Mountain,,,,,,,,3 miles
"Oct 3, 2020",https://www.trailforks.com/profile/js-atx/,js-atx,TX,Austin,Slalom Run,Whirlpool/Jane Fonda,DN/LB,Drop Drip,Slaughter Creek Trail,Off Road 1826 to Spruce Canyon,School Daze,53 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Bstronger/,Bstronger,CA,San Clemente,Car Crash,Dia,Couches,Connector,Hi'r Line,Upper Power Plant,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Majistir/,Majistir,WA,Olympia,,,,,,,,5 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ssl/,ssl,OR,La Grande,Doing Time,Caffeine Trail,Whoopsy-Doo,Pebbles,,,,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/kbabichuk/,kbabichuk,AB,Calgary,Washout,Eroder,Votier's Creek Side,,,,,10 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Sueval2/,Sueval2,NJ,Byram Township,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/MartyFahey/,MartyFahey,FL,Melbourne,North/South Connector,South Loop,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jdubear/,Jdubear,TX,Dallas,Dragonfly,Dragonfly,Crooked Tree,Ranger Bypass,Pack Mule,Pack Mule,I CAN,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Tasuki/,Tasuki,ON,Ottawa,,,,,,,,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/sacto95827/,sacto95827,CA,Pollock Pines,,,,,,,,16 miles
"Oct 3, 2020",https://www.trailforks.com/profile/DavidRoemer/,DavidRoemer,TX,Arlington,,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/alanna-fergy/,alanna-fergy,UT,Glenwood,Race Loop South,Rainbow Hills,Rainbow Hills,Race Loop,Race Loop South,Race Loop South,Rainbow Hills,21 miles
"Oct 3, 2020",https://www.trailforks.com/profile/schradec/,schradec,CA,San Clemente,Car Crash,Dia,Couches,Easy-up,Hi'r Line,Upper Power Plant,Christianitos Trail,33 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jeff170/,Jeff170,NV,Boulder City,,,,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/yogibear2020/,yogibear2020,MA,Swansea,Top Loop,Power Line,Fireroad,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jt81031/,jt81031,CO,Durango,Hidden Valley,Grabens Loop,Star Wars,8 Bells,Jump Track,Bonus Loop,Ella Vita Connect,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/reveyes/,reveyes,WA,Issaquah,Water Tower Loop,Spruce Coaster,Coal Mine Loop Trail Shortcut,unknown,unknown,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jdatwyler/,jdatwyler,UT,Eagle Mountain,Cougar Tracks (Treadstone),Backspacer,Supersonic,Given to Fly (Lower),Nirvana,ATV Service Road,Creed (Lower),12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/csclark5253/,csclark5253,AZ,Waddell,,,,,,,,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gabrielastin/,gabrielastin,BC,Kamloops,Bridge Trail Connector,Bridge Trail Connector,,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jadal603/,Jadal603,NH,Exeter,Trestle to Gas,Trigger,Trigger,XLR8,Shope Run Blue Blaze,BS_2_FR,Wheel,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/otimothyboy/,otimothyboy,CA,Woodacre,Old Rail Road Grade (Fairfax),Lower Porcupine Trail,Upper Porcupine Trail,Boulder Springs Trail,Contour Fire Rd,Jewell Trail,Randall Trail (Fire Rd),46 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Amyjade/,Amyjade,BC,North Vancouver,Mount Seymour Trail (Winter Route),Around the Corner,Seylynn Park,Green Necklace - East Keith Road North,,,,49 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Ach/,Ach,MT,Helena,Mount Helena Ridge Trail (Upper),Mount Helena Ridge Trail (Middle),Mount Helena Ridge Trail (Lower),McKelvey Trail,West Main Street,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JoeGoldkranz/,JoeGoldkranz,NY,Farmingville,CR83 South,CR83 South,CR83 North,Sidewinder,Black Loop,What Goes Up Must Come Down,Double Black Diamond,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Ericphillips59/,Ericphillips59,AZ,Phoenix,Pima East Loop,Pima (Ridge),Pima (E),,,,,3 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Bdykstra02/,Bdykstra02,MI,Fremont,,,,,,,,18 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Benjaminlehrbach/,Benjaminlehrbach,CO,Durango,Shangri-La,7th Heaven,New 7th Heaven,Lift 1 Return,World Cup DH,New 7th Heaven,Divinity Flow,41 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Indio60/,Indio60,CA,Crockett,Wood Rat Trail,Sky Trail,Sugar City Trail,Chorus Frog Trail,Tree Frog,Big Valley Trail,Soaring Eagle Trail,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Gurubrant/,Gurubrant,VA,Richmond,,,,,,,,48 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Momemomay/,Momemomay,BC,North Vancouver,Seymour Valley Trailway,Rice Lake Road Connector,,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Stephalcala/,Stephalcala,CA,Whittier,,,,,,,,25 miles
"Oct 3, 2020",https://www.trailforks.com/profile/buddyenright/,buddyenright,CA,Newbury Park,Green Meadow,,,,,,,32 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ppmoss/,ppmoss,QC,Montreal,,,,,,,,52 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Amz1999/,Amz1999,TX,Sugar Land,Tower Loop,The Wallow Trail,Operation Yellow Bird,Highway 99 RC/ LB connector trail,Lung Buster,Bamboo Chute,Bamboo Chute,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/speedyswede120/,speedyswede120,NC,Mortimer,Maple Grove Church Rd.,,,,,,,34 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Baunty/,Baunty,CA,Belmont,Lake Road Trail,Labor of Love,John Brooks Trail,Rambler Trail,Utter Delight,Carlmont main Trail,Utter Delight,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/gdouillard603/,gdouillard603,NH,Dorchester,Parking Lot to Singletrack,Town House Trail,West Loop Cutoff/Access,Quimby Trail,Captain Norris Climb,Captain Norris,Norris Hill Trail,24 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Amotylszary/,Amotylszary,MA,Milford,Burial By-pass,Highway Connector,7-11,The Gigg,Tonto,Deer Way,Right Turn Clyde,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jeff21905/,jeff21905,MD,Boonsboro,Camp Loop Trail(Orange),,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JEdwards68/,JEdwards68,SC,North Charleston,,,,,,,,74 miles
"Oct 3, 2020",https://www.trailforks.com/profile/GregPo62/,GregPo62,AZ,Phoenix,Ma-Ha-Tuak Perimeter Trail,,,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/HumpDiesel/,HumpDiesel,SC,Gaffney,Lake Whelchel Trail,Lake Whelchel Trail,,,,,,27 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jenlovesbikes/,jenlovesbikes,CO,Golden,Lithic,Cottonwood Canyon,Rim Rock,Cottonwood Canyon,Lithic,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/dtbwwygfalayc/,dtbwwygfalayc,AB,Edmonton,111 MUP 3,111 St NW MUP - YMCA,41 Ave MUP - Allard 1.0,Whitemud to Mill Creek Connector - 91st Multi Use,Argyll Access,Millcreek Access,Hi Spot,63 miles
"Oct 3, 2020",https://www.trailforks.com/profile/JimmyCoolbaugh/,JimmyCoolbaugh,FL,Stuart,,,,,,,,20 miles
"Oct 3, 2020",https://www.trailforks.com/profile/ktgrady1/,ktgrady1,WA,Spokane,,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Maneux/,Maneux,CA,San Diego,Torrey Pine Trail East,Underworld,Del Mar Flow Trail,Switchbacks Road,Switchbacks,West Rim,SH!TS Fire Road,28 miles
"Oct 3, 2020",https://www.trailforks.com/profile/bgomez/,bgomez,NJ,Morristown,Green Trail,Teal Trail,Group Camping Access Road,,,,,13 miles
"Oct 3, 2020",https://www.trailforks.com/profile/andy103732/,andy103732,WI,West Bend,Green Loop,Willy's Trail,East Side Highlands,The Switchbacks,West Side Blue,Orange Loop,Bruised Rib,4 miles
"Oct 3, 2020",https://www.trailforks.com/profile/DanielF2uKga/,DanielF2uKga,CA,Temecula,Tunnel Of Love,Sandy Rut,Vail Fireroad,Feel The Flow,Tight and Twisty,Slide In There,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Jefflward/,Jefflward,WA,Issaquah,Master Link,Inside Passage,Inside Passage,,,,,14 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Brobrahma/,Brobrahma,AB,Bragg Creek,Sugar Mama,Strange Brew,Snagmore,Snagmore,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/kevinhasley/,kevinhasley,ID,Kellogg,,,,,,,,111 miles
"Oct 3, 2020",https://www.trailforks.com/profile/DavidO98T8U/,DavidO98T8U,WA,Coupeville,Raider Creek,Boundary Trail,Roy Evans,,,,,6 miles
"Oct 3, 2020",https://www.trailforks.com/profile/tricartertri/,tricartertri,CA,Arnold,,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Gritburger/,Gritburger,ON,Toronto,,,,,,,,7 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Lockdown2000/,Lockdown2000,NV,Las Vegas,Landmine Loop,,,,,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/wsumsum28/,wsumsum28,KS,Kansas City,Gold Loop,Orange Trail,Orange Trail,Orange Trail,Red Trail,Orange Trail,,23 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Josephclarkmtb/,Josephclarkmtb,TX,McKinney,Erwin Park,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/lizapye/,lizapye,AB,Canmore,Sponge Bog Switchbacks,Sponge Bog Switchbacks,Canmore Trail,Racecourse downhill,Hey McLeod,Mad Handler,Killer Bees,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/jph406/,jph406,MT,Helena,Mount Helena Ridge Trail (Upper),Mount Helena Ridge Trail (Middle),Mount Helena Ridge Trail (Lower),McKelvey Trail,West Main Street,,,8 miles
"Oct 3, 2020",https://www.trailforks.com/profile/lvmtnbiker/,lvmtnbiker,NV,Las Vegas,East Calico,Santeria Medio,Dirt Road,,,,,31 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Mountainman085/,Mountainman085,MD,Fallston,Amy's Trail,Amy's Trail,,,,,,2 miles
"Oct 3, 2020",https://www.trailforks.com/profile/DaveMoore/,DaveMoore,NY,Old Forge,Remain Calm,Road Trip,Remain Calm,Food Fight,McCauley Connector,Kashiwa Connector,Brian's Switchback,11 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Joypearson/,Joypearson,UT,Murray,Jordan River Parkway Murray,Jordan River Parkway Taylorsville,Germania,JRT Boardwalk Bypass,Jordan River Parkway WVC,Jordan River Parkway (State Fair),,15 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Chrisjgee/,Chrisjgee,UT,Draper,Potato Hill,Anns (East),Peak View (Lower),Peak View,"Jacobs Ladder, Middle",Jacob's Secret,Ghost Falls South,9 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Donavin301/,Donavin301,FL,Tampa Bay,,,,,,,,78 miles
"Oct 3, 2020",https://www.trailforks.com/profile/TheGrayWolves/,TheGrayWolves,AZ,Peoria,,,,,,,,12 miles
"Oct 3, 2020",https://www.trailforks.com/profile/Textekvball/,Textekvball,TX,Glen Rose,,,,,,,,61 miles
